id,title_short,decision,reason_code,confidence,rationale,revisado_manualmente,color_numbers
201,Measurement and Analysis of High Frequency Assert Volatility Based on Functional Data Analysis,include,none,alta,FDA aplicado a volatilidad de activos financieros de alta frecuencia (I1c).,no,
202,An application of functional multivariate regression model to multiclass classification,include,none,alta,Regresión multivariante funcional explícita vía representación en bases.,no,
203,Band depth based initialization of K-means for functional data clustering,include,none,media,Metodología FDA de clustering (band depth); sin discusión explícita de bases.,no,
204,Partial functional partially linear single-index models,include,none,media,Metodología de regresión funcional (single-index parcial).,no,
205,Bayesian adaptive selection of basis functions for functional data representation,include,none,alta,"Selección bayesiana adaptativa de funciones base, PR1/PR3 directo.",no,
206,Multifunctional Principal Component Analysis for Human-Like Grasping,include,none,alta,El documento podría contener una discusión metodológica sustantiva sobre la base empleada.,si,amarillo
207,BAYESIAN ADAPTIVE AND INTERPRETABLE FUNCTIONAL REGRESSION FOR EXPOSURE PROFILES,include,none,media,"Regresión funcional bayesiana adaptativa; exposición ambiental es dato ilustrativo, foco metodológico.",no,
208,Functional Data Analysis of the RF Tactical Data,exclude,E4,media,"Clasificación de señales RF tácticas; FDA como herramienta, dominio ajeno (defensa/ingeniería).",no,
209,Variable selection and estimation of partially functional linear multiple varying coefficient spatia,include,none,baja,"Metodología FDA (selección de variables, modelo espacial autorregresivo funcional).",no,
210,Spatiotemporal Besov Priors for Bayesian Inverse Problems,include,none,media,"Priors de Besov (relacionados con bases wavelet) para cambios abruptos, conecta con PR4.",no,
211,Translation-invariant functional clustering on COVID-19 deaths adjusted on population risk factors,include,none,media,"Clustering funcional invariante a traslación; COVID-19 es dato ilustrativo, foco metodológico.",no,
212,Linear mixed-effects model for longitudinal complex data with diversified characteristics,include,none,alta,Menciona explícitamente datos económicos y financieros funcionales (I1c).,no,
213,Correcting Measurement Error and Zero Inflation in Functional Covariates for Scalar-on-Function Quan,include,none,media,Metodología de regresión cuantílica funcional con corrección de error de medición.,no,
214,Latent factor model for multivariate functional data,include,none,alta,"Modelo de factores latentes para datos funcionales multivariados, metodología central.",no,
215,Robust joint modelling of sparsely observed paired functional data,include,none,alta,Modelo conjunto robusto vía componentes principales funcionales (FPCA).,no,
216,Bayesian classification of multiclass functional data,include,none,alta,Clasificación bayesiana con bases B-spline explícitas.,no,
217,logitFD: an R package for functional principal component logit regression,include,none,alta,"Paquete R para regresión logit FPCA, metodología central.",no,
218,Partially functional linear additive model for censored data with heavy-tailed distributions,include,none,baja,"Modelo lineal funcional parcial aditivo, metodología central (solo título).",no,
219,Nonparametric tests for semiparametric regression models,exclude,I1,alta,"Prueba no paramétrica para modelos semiparamétricos generales; sin mención clara de datos funcionales, posible falso positivo.",si,verde
220,Generalized functional additive nonlinear models with multimodal interaction effects,include,none,baja,"Modelos aditivos funcionales generalizados, metodología central (solo título).",no,
221,Semiparametric Partial Functional Regression Model for Estimating Optimal Individualized Treatment R,include,none,media,"Regresión funcional semiparamétrica; medicina personalizada es dominio ilustrativo, foco metodológico.",no,
222,Bivariate Functional Quantile Envelopes With Application to Radiosonde Wind Data,include,none,media,"Envolventes cuantílicas funcionales bivariadas; meteorología es dato ilustrativo, foco metodológico.",no,
223,Functional Modelling of Telecommunications Data∗,include,none,alta,Modelado con suavizado B-spline explícito de datos de telecomunicaciones.,no,
224,Functional Data Regression on Distribution-Valued Data via Logarithm Derivative Quantile Transformat,include,none,alta,"Regresión funcional para datos distribucionales, metodología central.",no,
225,A Functional Joint Model for Survival and Multivariate Sparse Functional Data in Multi-Cohort Alzhei,include,none,media,Modelo conjunto de supervivencia y datos funcionales dispersos; Alzheimer es dato ilustrativo.,no,
226,Functional Beta Regression Model in Alzheimer’s Disease Studies,include,none,baja,"Regresión beta funcional, metodología central (solo título, dominio médico ilustrativo).",no,
227,Wavelet power spectral domain functional principal component analysis for feature extraction of epil,include,none,alta,"FPCA en dominio espectral wavelet, PR4 directo pese a dominio médico (EEG).",no,
228,Bivariate Stochastic Functional Linear Models for Gene-based Association Analysis of Quantitative Tr,include,none,baja,"Modelos lineales funcionales estocásticos bivariados, metodología central (solo título).",no,
229,Functional logistic regression: a comparison of three methods,include,none,media,"Comparación de tres métodos de regresión logística funcional, PR4 directo.",no,
230,SPARSE FUNCTIONAL PRINCIPAL COMPONENT ANALYSIS IN HIGH DIMENSIONS,include,none,baja,"FPCA disperso en alta dimensión, metodología central inequívoca (solo título).",no,
231,Growth dynamics and heritability for plant high-throughput phenotyping studies using hierarchical fu,exclude,E4,media,Aplicación de FDA jerárquica a fenotipado de plantas; dominio ajeno sin discusión de bases.,no,
232,RSFclust: Robust sparse clustering of functional data using quantile curves,include,none,baja,"Clustering disperso robusto de datos funcionales vía curvas cuantílicas, metodología central.",no,
233,Oracle-efficient estimation for functional data error distribution with simultaneous confidence band,include,none,alta,Estimación con bandas de confianza usando trayectorias B-spline explícitas.,no,
234,Additive Function-on-Function Regression,include,none,alta,"Regresión aditiva function-on-function, metodología central.",no,
235,Nested Hierarchical Functional Data Modeling and Inference for the Analysis of Functional Plant Phen,include,none,alta,El documento podría contener una discusión metodológica sustantiva sobre la base empleada.,si,amarillo
236,Change point analysis of functional variance function with stationary error,include,none,baja,"Análisis de puntos de cambio en varianza funcional, conecta con PR4 (no estacionariedad).",no,
237,Analysis of rank regression modeling in functional data,include,none,baja,"Modelado de regresión de rangos en datos funcionales, metodología central.",no,
238,STATISTICAL INFERENCE FOR FUNCTIONAL TIME SERIES: AUTOCOVARIANCE FUNCTION,include,none,media,"Inferencia estadística para series temporales funcionales (autocovarianza), PR4; abstract parece ser suplemento técnico.",no,
239,Splinets – Orthogonal Splines for Functional Data Analysis,include,none,baja,"Splines ortogonales para FDA, PR1 directo e inequívoco.",no,
240,Basis expansion approaches for functional analysis of variance with repeated measures,include,none,alta,"Expansión en bases explícita para ANOVA funcional, PR1/PR2.",no,
241,Study of age specific lung cancer mortality trends in the US using functional data analysis,exclude,E4,media,Estudio aplicado de mortalidad por cáncer de pulmón vía FDA; sin aporte metodológico de bases evidente.,no,
242,Application of functional feature extraction to the compression of network time series,exclude,E4,alta,Extracción de características funcionales para compresión de redes; dominio ajeno (ingeniería de redes).,si,verde
